Zaman damgası,Hangi üniversitede okuyorsun?,Hangi bölümde okuyorsun?,Derslerinin işlenme yöntemi aşağıdakilerden hangisi?,Derslerinin işleyişi aşağıdakilerden hangisi ile yapılıyor?,Derslerinin not değerlendirilmesinde vize ve final sınavlarına ek olarak farklı metotlar uygulanıyor mu?,Derslerin öğrenci etkileşimli mi işleniyor?,Bir sorun ile karşılaştığında öğretim üyeleri veya gerekli birimlere ulaşmak pandemi öncesine göre nasıl bir hal aldı?,Yukarıda vermiş olduğun cevaplara göre uzaktan eğitim sürecinin verimlilik puanı senin için kaç olurdu?
17.10.2020 21:49:10,Manisa Celal Bayar Üniversitesi ,Yazılım Mühendisliği,Tüm derslerim senkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,3
17.10.2020 21:53:27,Kocaeli Üniversitesi,Bilgisayar Mühendisliği,Tüm derslerim senkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,3
17.10.2020 22:02:30,marmara,iktisat,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Hayır, öğrenci etkileşimli değil",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,5
17.10.2020 22:06:13,Marmara Üniversitesi,Beslenme ve Diyetetik,Tüm derslerim senkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,2
17.10.2020 22:16:54,Marmara Üniversitesi ,İlk ve acil yardım,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Hayır, öğrenci etkileşimli değil",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,1
17.10.2020 22:26:03,Konya Teknik Üniversitesi,Endüstri mühendisliği,Tüm derslerim senkron modeli ile işleniyor,Teorik + Uygulama,"Hayır, vize ve final sınavlarından ayrı ek bir metot uygulanmıyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,4
17.10.2020 22:48:09,İstanbul Ticaret Üniversitesi,Bilgisayar Mühendisliği,Tüm derslerim senkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,5
17.10.2020 22:50:17,Marmara Üniversitesi,Tıp Fakültesi,Tüm derslerim senkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Hayır, öğrenci etkileşimli değil",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,1
17.10.2020 23:00:40,Gebze Teknik Üniversitesi ,Bilgisayar Mühendisliği ,Tüm derslerim senkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,4
17.10.2020 23:01:08,Düzce üniversitesi ,Endüstri mühendisliği,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik,"Hayır, vize ve final sınavlarından ayrı ek bir metot uygulanmıyor","Hayır, öğrenci etkileşimli değil",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,1
17.10.2020 23:24:28,Bursa uludağ üniversitesi ,Ekonometri ,Tüm derslerim asenkron modeli ile işleniyor,Teorik,"Hayır, vize ve final sınavlarından ayrı ek bir metot uygulanmıyor","Hayır, öğrenci etkileşimli değil",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,4
17.10.2020 23:25:24,Uludağ Üniversitesi ,Hemşirelik,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,1
17.10.2020 23:25:53,Bursa Uludağ Üniversitesi,Ekonometri,Tüm derslerim senkron modeli ile işleniyor,Teorik,"Hayır, vize ve final sınavlarından ayrı ek bir metot uygulanmıyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,3
17.10.2020 23:26:01,Uludağ üniversitesi ,Ekonometri ,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,4
17.10.2020 23:26:39,Uludag uni,Ekonometri,Tüm derslerim senkron modeli ile işleniyor,Teorik,"Hayır, vize ve final sınavlarından ayrı ek bir metot uygulanmıyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,5
17.10.2020 23:28:06,Uludağ Üniversitesi,Ekonometri,Tüm derslerim senkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,2
17.10.2020 23:28:21,Bursa Uludağ Üniversitesi,Ekonometri,Tüm derslerim senkron modeli ile işleniyor,Teorik,"Hayır, vize ve final sınavlarından ayrı ek bir metot uygulanmıyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,3
17.10.2020 23:29:17,Bursa Uludağ Üniversitesi,Endüstri Mühendisliği,Tüm derslerim senkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,4
17.10.2020 23:32:12,Bursa Uludağ üniversitesi ,Ekonometri ,Tüm derslerim asenkron modeli ile işleniyor,Teorik + Uygulama,"Hayır, vize ve final sınavlarından ayrı ek bir metot uygulanmıyor","Hayır, öğrenci etkileşimli değil",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,1
17.10.2020 23:32:23,Namık Kemal Üniversitesi,Bilgisayar Mühendisliği,Tüm derslerim senkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,4
17.10.2020 23:42:09,Bursa Uludağ Üniversitesi,Ekonometri,Tüm derslerim senkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,3
17.10.2020 23:46:27,Karabük Üniversitesi,Bilgisayar Mühendisliği,Tüm derslerim senkron modeli ile işleniyor,Teorik + Uygulama,"Hayır, vize ve final sınavlarından ayrı ek bir metot uygulanmıyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,4
17.10.2020 23:53:22,İstanbul ticaret üniversitesi,Bilgisayar mühendisliği,Tüm derslerim senkron modeli ile işleniyor,Teorik,"Hayır, vize ve final sınavlarından ayrı ek bir metot uygulanmıyor","Hayır, öğrenci etkileşimli değil",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,1
17.10.2020 23:53:37,Düzce üniversitesi ,Psikolojik danışmanlık ve rehberlik,Tüm derslerim senkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,3
18.10.2020 00:00:29,Düzce üniversitesi ,Bilgisayar mühendisliği ,Tüm derslerim asenkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,3
18.10.2020 00:27:41,Amasya üniversitesi,Grafik tasarım,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,1
18.10.2020 00:44:12,Sakarya Üniversitesi,Bilgisayar Mühendisliği,Tüm derslerim senkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,3
18.10.2020 00:51:54,Celal Bayar Üniversitesi ,Bilgisayar mühendisliği ,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Hayır, öğrenci etkileşimli değil",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,3
18.10.2020 01:06:02,Bolu Abant İzzet Baysal Üniversitesi ,Bankacılık ve sigortacılık ,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,4
18.10.2020 01:06:23,Abant İzzet Baysal Üniversitesi ,Çevre Mühendisliği ,Tüm derslerim asenkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,3
18.10.2020 01:10:41,Bolu Abant İzzet Baysal Üniversitesi,Bilgisayar Mühendisliği,Tüm derslerim senkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,4
18.10.2020 01:11:22,Abant İzzet Baysal üniversitesi ,Bankacılık ve sigortacılık ,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Hayır, öğrenci etkileşimli değil",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,1
18.10.2020 01:11:32,Bolu Abant İzzet Baysal üniversitesi,Bankacılık ve sigortacılık,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,3
18.10.2020 01:16:01,Bolu Abant İzzet Baysal Üniversitesi,Halkla İlişkiler ve Tanıtım,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik,"Hayır, vize ve final sınavlarından ayrı ek bir metot uygulanmıyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,1
18.10.2020 01:27:05,İstanbul Üniversitesi-Cerrahpaşa,Makine Mühendisliği,Tüm derslerim senkron modeli ile işleniyor,Teorik,"Hayır, vize ve final sınavlarından ayrı ek bir metot uygulanmıyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,4
18.10.2020 01:45:20,İSTANBUL TİCARET ÜNİVERSİTESİ,BİLGİSAYAR MÜHENDİSLİĞİ,Tüm derslerim senkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,4
18.10.2020 02:10:50,Konya Teknik Üniversitesi,Bilgisayar Mühendisliği,Tüm derslerim senkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,3
18.10.2020 02:15:35,Biruni Üniversitesi,Beslenme ve Diyetetik ,Tüm derslerim senkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,3
18.10.2020 07:59:51,Düzce Üniversitesi ,Bilgisayar Mühendisliği,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Hayır, öğrenci etkileşimli değil",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,2
18.10.2020 08:15:22,Düzce,Bilgisayar,Tüm derslerim senkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,5
18.10.2020 08:53:58,İtü,Makine mühendisliği ,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,4
18.10.2020 08:58:45,İstinye üniversitesi ,Siyaset Bilimi ve Kamu Yönetimi,Tüm derslerim asenkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,3
18.10.2020 08:59:19,Kocaeli Üniversitesi,Bilgisayar Mühendisliği,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Hayır, öğrenci etkileşimli değil",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,2
18.10.2020 09:23:58,Düzce,Bilgisayar mühendisliği,Tüm derslerim senkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,4
18.10.2020 10:12:51,Sakarya üniversitesi,Hemşirelik,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,2
18.10.2020 10:25:56,İstanbul Üniversitesi,İngiliz Dili ve Edebiyatı,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik,"Hayır, vize ve final sınavlarından ayrı ek bir metot uygulanmıyor","Hayır, öğrenci etkileşimli değil",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,3
18.10.2020 10:36:26,Uludağ Üniversitesi,Ekonometri,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,3
18.10.2020 10:42:35,Atatürk üniversitesi,Bilgisayar muhendisligi,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik,"Hayır, vize ve final sınavlarından ayrı ek bir metot uygulanmıyor","Hayır, öğrenci etkileşimli değil",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,1
18.10.2020 10:49:53,Düzce Üniversitesi ,Bigisayar mühendisliği,Tüm derslerim senkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,3
18.10.2020 10:51:38,Bolu Abant İzzet Baysal ÜNİVERSİTESİ ,Bankacılık ve Sigortacılık ,Tüm derslerim asenkron modeli ile işleniyor,Teorik,"Hayır, vize ve final sınavlarından ayrı ek bir metot uygulanmıyor","Hayır, öğrenci etkileşimli değil",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,2
18.10.2020 11:03:06,Düzce uni,Bilgisayar mühendisliği,Tüm derslerim senkron modeli ile işleniyor,Teorik,"Hayır, vize ve final sınavlarından ayrı ek bir metot uygulanmıyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,4
18.10.2020 11:03:34,Karadeniz Teknik Üniversitesi ,Maliye ,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Hayır, öğrenci etkileşimli değil",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,2
18.10.2020 11:05:30,Abant İzzet Baysal Üniversitesi ,İngilizce Öğretmenliği ,Tüm derslerim senkron modeli ile işleniyor,Teorik,"Hayır, vize ve final sınavlarından ayrı ek bir metot uygulanmıyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,2
18.10.2020 11:09:10,Yaşar Üniversitesi,Yazılım Mühendisliği,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,3
18.10.2020 11:22:16,Süleyman Demirel,Bilgisayar mühendisliği,Tüm derslerim asenkron modeli ile işleniyor,Teorik + Uygulama,"Hayır, vize ve final sınavlarından ayrı ek bir metot uygulanmıyor","Hayır, öğrenci etkileşimli değil",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,5
18.10.2020 11:25:25,İstanbul Ticaret Üniversitesi,Bilgisayar Mühendisliği,Tüm derslerim asenkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,5
18.10.2020 11:27:31,Medipol Üniversitesi,Hemşirelik,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,2
18.10.2020 11:29:56,Karadeniz teknik üniversitesi,Kamu yönetimi,Tüm derslerim senkron modeli ile işleniyor,Teorik,"Hayır, vize ve final sınavlarından ayrı ek bir metot uygulanmıyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,1
18.10.2020 11:36:02,Gümüşhane Üniversitesi ,Yönetim Bilişim Sistemleri,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Hayır, öğrenci etkileşimli değil",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,2
18.10.2020 11:37:21,Düzce Üniversitesi,Bilgisayar Mühendisliği,Tüm derslerim senkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,4
18.10.2020 11:39:27,Alanya Alaaddin Keykubat Üniversitesi ,Bilgisayar Mühendisliği ,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Hayır, öğrenci etkileşimli değil",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,3
18.10.2020 11:44:23,Düzce Üniversitesi,Bilgisayar Mühendisliği,Tüm derslerim senkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,4
18.10.2020 11:44:36,İBÜ,Matematik ,Tüm derslerim senkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,3
18.10.2020 11:50:53,Kocaeli Üniversitesi,Bilgisayar Mühendisliği,Tüm derslerim senkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,3
18.10.2020 11:53:05,KTO Karatay Üniversitesi,Bilgisayar mühendisliği ,Tüm derslerim senkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,4
